name,url,stars,description,license,question_issues,help_wanted_issues,total_issues,community_score,created_at
nubot-nudt/SGLC,https://github.com/nubot-nudt/SGLC,97,[RAL24] SGLC: Semantic Graph-Guided Coarse-Fine-Refine Full Loop Closing for LiDAR SLAM,The MIT License,0,0,1,0,2024-07-03
oblador/react-native-nitro-haptics,https://github.com/oblador/react-native-nitro-haptics,89,📳 Low Latency Haptic Feedback with Worklet Support for React Native,The MIT License,0,0,1,0,2024-12-26
oschonrock/binfuse,https://github.com/oschonrock/binfuse,88,"c++ library for binary fuse filters, including a sharded filter",Apache License 2.0,0,0,1,0,2024-12-09
Flassari/CommonValidators,https://github.com/Flassari/CommonValidators,86,Collection of validators that are useful for all projects.,The MIT License,0,0,1,0,2024-11-07
Noeli14/MCppServer,https://github.com/Noeli14/MCppServer,85,Fast and super efficient Minecraft Server written in C++,The MIT License,0,0,1,0,2024-11-29
roger1337/JDBG,https://github.com/roger1337/JDBG,81,Java Runtime Reverse Engineering and Debugging Tool,Apache License 2.0,0,0,1,0,2025-01-24
fmrico/yaets,https://github.com/fmrico/yaets,78,"YAETS (Yet Another Execution Tracing System) is a library designed to trace function execution in C++ asynchronously, combined with Python tools to analyze the results through Gantt charts and histograms. ",Apache License 2.0,0,0,1,0,2024-09-29
livebook-dev/pythonx,https://github.com/livebook-dev/pythonx,71,Python interpreter embedded in Elixir,Apache License 2.0,0,0,1,0,2025-01-24
erayzesen/godot-quarkphysics,https://github.com/erayzesen/godot-quarkphysics,67,Godot Extension that Integrates the QuarkPhysics Engine,The MIT License,0,0,1,0,2024-12-21
zhahoi/Nanodet-YoloV8-Pose-MeterReader,https://github.com/zhahoi/Nanodet-YoloV8-Pose-MeterReader,66,使用Nanodet+YoloV8-Pose实现指针仪表的实时检测、高精度读数识别（借助ncnn框架）,Apache License 2.0,0,0,1,0,2024-08-29
zhenrong-wang/lichat,https://github.com/zhenrong-wang/lichat,64,"A super light chat service, support free software and free speech. 'Li' pronounces as 'lai' not 'li'.",The MIT License,0,0,1,0,2024-10-29
ystemsrx/Code-Atlas,https://github.com/ystemsrx/Code-Atlas,63,"A C++ implementation of Open Interpreter, based on llama.cpp. / Open Interpreter 的 C++ 实现，基于 llama.cpp",The MIT License,0,0,1,0,2024-11-25
johnbaumann/picostation,https://github.com/johnbaumann/picostation,59,,Apache License 2.0,0,0,1,0,2024-11-26
BuskilaOfer/esp8266-gate-control,https://github.com/BuskilaOfer/esp8266-gate-control,55,,The MIT License,0,0,1,0,2024-11-02
max-titov/finger-tracker,https://github.com/max-titov/finger-tracker,52,,The MIT License,0,0,1,0,2024-08-11
BohemianRhapsodyz/semantic_exploration,https://github.com/BohemianRhapsodyz/semantic_exploration,52,Active Semantic Mapping and Pose Graph Spectral Analysis for Robot Exploration,The MIT License,0,0,1,0,2024-08-22
JZX-MY/pgm_map_creator,https://github.com/JZX-MY/pgm_map_creator,49,"Create pgm map from Gazebo world file for ROS localization. Tested on Ubuntu 20.04, ROS Noetic, Boost 1.71，Gazebo 11",The MIT License,0,0,1,0,2024-07-18
t0nyz0/Bambu-Poop-Conveyor-ESP32,https://github.com/t0nyz0/Bambu-Poop-Conveyor-ESP32,41,"ESP32 MQTT Bambu X1C watcher that activates a motor when ""poop"" is conveyed ",The MIT License,0,0,1,0,2024-08-07
psdoood/SteganoPass,https://github.com/psdoood/SteganoPass,40,Password management through LSB image steganography.,The MIT License,0,0,1,0,2024-08-21
itsramiel/react-native-audio-playback,https://github.com/itsramiel/react-native-audio-playback,39,,The MIT License,0,0,1,0,2024-11-21
leggedrobotics/perfectlyconstrained,https://github.com/leggedrobotics/perfectlyconstrained,39,"Official implementations from the paper ""Informed, Constrained, Aligned: A Field Analysis on Degeneracy-aware Point Cloud Registration in the Wild""",The MIT License,0,0,1,0,2024-07-08
DWGTech/DWG,https://github.com/DWGTech/DWG,38,,The MIT License,0,0,1,0,2024-09-20
zitongbai/legged_rl,https://github.com/zitongbai/legged_rl,38,Reinforcement learning framework for legged robot. ,Apache License 2.0,0,0,1,0,2024-11-30
Answerr/shellcode_loader_bypass,https://github.com/Answerr/shellcode_loader_bypass,37,"bypass 360,huorong,tencent,defender with Split loading technique and unhooking",The MIT License,0,0,1,0,2024-12-11
IvanIhnatsiuk/react-native-fast-secure-storage,https://github.com/IvanIhnatsiuk/react-native-fast-secure-storage,37,React Native Library for securely storing keys to iOS KeyChain and Android Encrypted shared preferences.,The MIT License,0,0,1,0,2024-09-12
its-nion/amber,https://github.com/its-nion/amber,37,Abstract Image Generator,The MIT License,0,0,1,0,2024-11-14
TempleDevelopment/TempleWare,https://github.com/TempleDevelopment/TempleWare,37,"TempleWare is an internal cheat for CS2, developed in C++.",The MIT License,0,0,1,0,2024-09-08
digital-salon/Digital-Salon,https://github.com/digital-salon/Digital-Salon,36,"Official implementation of ""Digital Salon: An AI and Physics-Driven Tool for 3D Hair Grooming and Simulation""",The MIT License,0,0,1,0,2024-11-01
i32-Sudo/NMICallbackBlocker2,https://github.com/i32-Sudo/NMICallbackBlocker2,35,This is a POC Test project for INTEL CPUs on blocking NMI Entries through the IDT Handler.,The MIT License,0,0,1,0,2024-10-11
uccl-project/uccl,https://github.com/uccl-project/uccl,32,Ultra | Ultimate | Unified CCL,Apache License 2.0,0,0,1,0,2025-01-06
TheCherno/Cubed,https://github.com/TheCherno/Cubed,30,,The MIT License,0,0,1,0,2024-12-17
ChipsandCheese/gpuperftests,https://github.com/ChipsandCheese/gpuperftests,28,Derived from Nemes' gpuperftests,The MIT License,0,0,1,0,2024-07-04
Minecraft-3DS-Community/Minecraft-3ds-unistore,https://github.com/Minecraft-3DS-Community/Minecraft-3ds-unistore,28,"A storefront for all your modding needs, download and play your Favorite mods right on your Nintendo 3DS",Apache License 2.0,0,0,1,0,2024-08-21
mahdieslaminet/ML_Based_Smart_Watch,https://github.com/mahdieslaminet/ML_Based_Smart_Watch,27,Machine Learning and Microcontroller based smart watch,The MIT License,0,0,1,0,2024-07-28
JK-Rolling/DuinoI2C_ESP,https://github.com/JK-Rolling/DuinoI2C_ESP,26,This project design to mine Duino-Coin using an ESP8622 as a I2C master and AVR/Pico as worker,The MIT License,0,0,1,0,2024-07-26
G4ND44/Unreal-Engine-Compute-Shader-Destory,https://github.com/G4ND44/Unreal-Engine-Compute-Shader-Destory,26,Destruction System with Compute Shaders and Pivot Painter in Unreal Engine 5,The MIT License,0,0,1,0,2024-07-14
Mitsubishi-Electric-Asia/melfa_ros2_driver,https://github.com/Mitsubishi-Electric-Asia/melfa_ros2_driver,26,Mitsubishi Electric Industrial & Collaborative Robot MELFA ROS2 Driver,Apache License 2.0,0,0,1,0,2024-07-04
headshot2017/3dpinball-dc,https://github.com/headshot2017/3dpinball-dc,25,Port of Space Cadet Pinball decompilation to Dreamcast,The MIT License,0,0,1,0,2024-07-08
nicewang/robot_path_planning,https://github.com/nicewang/robot_path_planning,25,Robot Path Planning,The MIT License,0,0,1,0,2024-09-19
HeaoYe/CPUPathTracing,https://github.com/HeaoYe/CPUPathTracing,24,CPU软渲染 -- 光线追踪渲染器 -- 公开课,The MIT License,0,0,1,0,2024-08-03
jensroth-git/RaylibLiveWallpaper,https://github.com/jensroth-git/RaylibLiveWallpaper,24,Use Raylib to create Live Wallpapers on Windows,The MIT License,0,0,1,0,2025-02-01
Knowledgator/GLiNER.cpp,https://github.com/Knowledgator/GLiNER.cpp,24,C++ inference engine for running GLiNER (Generalist and Lightweight Named Entity Recognition) models,Apache License 2.0,0,0,1,0,2024-09-14
rcszc/PSAnodeEditor,https://github.com/rcszc/PSAnodeEditor,23,基于 ImGui 和 ImNodes 的完整通用数据驱动节点编辑器,The MIT License,0,0,1,0,2024-12-21
LearningInfiniTensor/TinyInfiniTensor,https://github.com/LearningInfiniTensor/TinyInfiniTensor,23,,Apache License 2.0,0,0,1,0,2024-07-30
m-a-n-i-f-e-s-t/power-attention,https://github.com/m-a-n-i-f-e-s-t/power-attention,23,Attention Kernels for Symmetric Power Transformers,Apache License 2.0,0,0,1,0,2025-01-08
nusdbsystem/HAKES,https://github.com/nusdbsystem/HAKES,23,HAKES: Efficient Data Search with Embedding Vectors at Scale,Apache License 2.0,0,0,1,0,2024-08-22
zodiacon/KObjects,https://github.com/zodiacon/KObjects,23,Sample for Creating a new kernel object type and supporting API,The MIT License,0,0,1,0,2024-08-29
MiraboxSpace/MiraboxSpace,https://github.com/MiraboxSpace/MiraboxSpace,22,Config files for my GitHub profile.,The MIT License,0,0,1,0,2024-07-19
stivenhacker/GhostStrike,https://github.com/stivenhacker/GhostStrike,758,Deploy stealthy reverse shells using advanced process hollowing with GhostStrike – a C++ tool for ethical hacking and Red Team operations.,The MIT License,0,0,0,0,2024-09-03
Lumorti/Quandoom,https://github.com/Lumorti/Quandoom,727,A port of DOOM for a quantum computer,The MIT License,0,0,0,0,2024-09-27
mattsroufe/esp32_rc_cars,https://github.com/mattsroufe/esp32_rc_cars,559,,The MIT License,0,0,0,0,2024-12-18
x86matthew/WinVisor,https://github.com/x86matthew/WinVisor,524,WinVisor - A hypervisor-based emulator for Windows x64 user-mode executables using Windows Hypervisor Platform API,The MIT License,0,0,0,0,2025-01-22
Offensive-Panda/ShadowDumper,https://github.com/Offensive-Panda/ShadowDumper,435,"Shadow Dumper is a powerful tool used to dump LSASS memory, often needed in penetration testing and red teaming. It uses multiple advanced techniques to dump memory, allowing to access sensitive data in LSASS memory. ",The MIT License,0,0,0,0,2024-11-10
Offensive-Panda/ProcessInjectionTechniques,https://github.com/Offensive-Panda/ProcessInjectionTechniques,356,"This comprehensive process injection series is crafted for cybersecurity enthusiasts, researchers, and professionals who aim to stay at the forefront of the field. It serves as a central repository of knowledge, offering in-depth exploration of various process injection techniques and methods used by adversaries. ",The MIT License,0,0,0,0,2024-08-20
keengames/vulkan_backend,https://github.com/keengames/vulkan_backend,276,A snapshot of our vulkan backend code,The MIT License,0,0,0,0,2024-11-09
nvpro-samples/nv_cluster_lod_builder,https://github.com/nvpro-samples/nv_cluster_lod_builder,234,continuous level of detail mesh library,Apache License 2.0,0,0,0,0,2025-01-23
fin3ss3g0d/StoneKeeper,https://github.com/fin3ss3g0d/StoneKeeper,188,"StoneKeeper C2, an experimental EDR evasion framework for research purposes",The MIT License,0,0,0,0,2024-12-25
Offensive-Panda/LsassReflectDumping,https://github.com/Offensive-Panda/LsassReflectDumping,185,"This tool leverages the Process Forking technique using the RtlCreateProcessReflection API to clone the lsass.exe process. Once the clone is created, it utilizes MINIDUMP_CALLBACK_INFORMATION callbacks to generate a memory dump of the cloned process",The MIT License,0,0,0,0,2024-10-17
HHgzs/OpenRM-2024,https://github.com/HHgzs/OpenRM-2024,167,北洋机甲2024视觉算法库,Apache License 2.0,0,0,0,0,2024-08-15
NetEase-Media/grps,https://github.com/NetEase-Media/grps,155,【深度学习模型部署框架】支持tf/torch/trt/trtllm/vllm以及更多nn框架，支持dynamic batching、streaming模式，支持python/c++双语言，可限制，可拓展，高性能。帮助用户快速地将模型部署到线上，并通过http/rpc接口方式提供服务。,Apache License 2.0,0,0,0,0,2024-07-04
Grubre/smol-gpu,https://github.com/Grubre/smol-gpu,153,"An rv32i inspired ISA, SIMT GPU implementation in system-verilog.",The MIT License,0,0,0,0,2024-11-30
sbis04/image_mesh_gradient,https://github.com/sbis04/image_mesh_gradient,146,Flutter implementation of image to animated mesh gradient,The MIT License,0,0,0,0,2024-07-07
PeterGabaldon/CVE-2024-7479_CVE-2024-7481,https://github.com/PeterGabaldon/CVE-2024-7479_CVE-2024-7481,136,TeamViewer User to Kernel Elevation of Privilege PoC. CVE-2024-7479 and CVE-2024-7481. ZDI-24-1289 and ZDI-24-1290. TV-2024-1006.,The MIT License,0,0,0,0,2024-09-29
guoriyue/LangCommand,https://github.com/guoriyue/LangCommand,125,LangCommand is a local inference command-line tool that transforms natural language descriptions into shell commands.,The MIT License,0,0,0,0,2024-10-03
ChanIok/SpinningMomo,https://github.com/ChanIok/SpinningMomo,119,一个为《无限暖暖》提升游戏摄影体验的窗口调整工具。  A window adjustment tool for Infinity Nikki that enhances in-game photography.,The MIT License,0,0,0,0,2024-12-15
Ucekay/nitro-palette,https://github.com/Ucekay/nitro-palette,117,"A high-performance React Native/Expo package for extracting dominant colors from images. Powered by Nitro Modules with C++ implementation. Supports local/remote images, customizable settings, and full TypeScript. Ideal for color palettes or image-based themes.",The MIT License,0,0,0,0,2024-12-17
WafflesExploits/hide-payload-in-images,https://github.com/WafflesExploits/hide-payload-in-images,117,A project that demonstrates embedding shellcode payloads into image files (like PNGs) using Python and extracting them using C/C++. Payloads can be retrieved directly from the file on disk or from the image stored in a binary's resources section (.rsrc),Apache License 2.0,0,0,0,0,2024-12-17
fosd-project/FOSD,https://github.com/fosd-project/FOSD,107,Framework of Operating System Development,Apache License 2.0,0,0,0,0,2024-07-23
dmaivel/covirt,https://github.com/dmaivel/covirt,104,An x86-64 code virtualizer for VM based obfuscation,The MIT License,0,0,0,0,2024-12-02
sunnynexus/RetroLLM,https://github.com/sunnynexus/RetroLLM,100,RetroLLM: Empowering LLMs to Retrieve Fine-grained Evidence within Generation,The MIT License,0,0,0,0,2024-12-13
ShiPC-AI/TCF,https://github.com/ShiPC-AI/TCF,98,[RAL 2024] RANSAC Back to SOTA: A Two-Stage Consensus Filtering for Real-Time 3D Registration,The MIT License,0,0,0,0,2024-09-05
Vaei/TurnInPlace,https://github.com/Vaei/TurnInPlace,87,Actor-Based Turn in Place (TIP) Solution. A superior substitute to Mesh-Based Turn in Place without the endless list of issues that comes with it.,The MIT License,0,0,0,0,2025-02-05
Cobalt-Strike/sleepmask-vs,https://github.com/Cobalt-Strike/sleepmask-vs,86,A simple Sleepmask BOF example,Apache License 2.0,0,0,0,0,2024-07-04
tomysshadow/M4Revolution,https://github.com/tomysshadow/M4Revolution,85,Myst IV: Revolution,The MIT License,0,0,0,0,2024-07-30
UTS-RI/2fast2lamaa,https://github.com/UTS-RI/2fast2lamaa,84,Real-time lidar-inertial odometry and mapping framework for dynamic environments,The MIT License,0,0,0,0,2024-08-13
Seeed-Studio/OSHW-SenseCAP-Watcher,https://github.com/Seeed-Studio/OSHW-SenseCAP-Watcher,83,"SenseCAP Watcher: Intelligent ESP32S3-based device with Himax WiseEye2 AI, capable of seeing, hearing, and interacting using advanced AI and the LLM-enabled SenseCraft suite. Perfect for environment-aware applications in automation and security.",Apache License 2.0,0,0,0,0,2024-10-17
batchar2/fptn,https://github.com/batchar2/fptn,81,VPN,The MIT License,0,0,0,0,2024-07-15
huanhuanonly/cpp-kwargs,https://github.com/huanhuanonly/cpp-kwargs,80,Implement Python's kwargs-style parameter passing in C++. 在 C++ 中实现 Python 的 Kwargs 风格传参。,The MIT License,0,0,0,0,2024-12-29
edwardrybka/FPV_DETECTED_1.2_5.8GHZ,https://github.com/edwardrybka/FPV_DETECTED_1.2_5.8GHZ,79,,Apache License 2.0,0,0,0,0,2024-10-17
amerkoleci/joltc,https://github.com/amerkoleci/joltc,79,JoltPhysics C interface,The MIT License,0,0,0,0,2024-09-09
smile-wingbow/pudding-robot,https://github.com/smile-wingbow/pudding-robot,79,,The MIT License,0,0,0,0,2024-12-09
yinqiwen/rapidudf,https://github.com/yinqiwen/rapidudf,79,A High-Performance JIT-Based C++ Expression/Script Execution Engine with SIMD Vectorization Support,Apache License 2.0,0,0,0,0,2024-08-03
dandykong/nopssdk,https://github.com/dandykong/nopssdk,76,A tiny library that fully strips the PlayStation PC SDK runtime requirement for God of War Ragnarok.,The MIT License,0,0,0,0,2024-09-25
SunOner/sunone_aimbot_cpp,https://github.com/SunOner/sunone_aimbot_cpp,75,Aim-bot based on AI for all FPS and TPS games,The MIT License,0,0,0,0,2024-09-15
buildingcpp/work_contract,https://github.com/buildingcpp/work_contract,73,work contracts,The MIT License,0,0,0,0,2024-07-18
suchetanrs/ros2_cmv,https://github.com/suchetanrs/ros2_cmv,72,ROS 2 Custom Message Visualizer (CMV) is a package that can be used to generate rviz plugins for your custom messages.,Apache License 2.0,0,0,0,0,2024-12-15
ssnob/hidden_syscall_monitoring,https://github.com/ssnob/hidden_syscall_monitoring,70,monitors hidden syscalls called from call of duty anticheat,Apache License 2.0,0,0,0,0,2025-01-07
GPUOpen-LibrariesAndSDKs/WorkGraphPlayground,https://github.com/GPUOpen-LibrariesAndSDKs/WorkGraphPlayground,70,A DirectX12-based C++-application that allows graphics programmers to learn and experiment with the new Work Graphs feature using HLSL shaders. In runs on Windows 10 and Windows 11 systems.,The MIT License,0,0,0,0,2024-11-06
dustgable/Cheat-CS2,https://github.com/dustgable/Cheat-CS2,70,"External-CS2 is an external cheat for Counter-Strike 2 that operates independently of the game's memory and is intended to improve Windows API skills. It includes features like AimBot, ESP with various visual aids, Trigger Bot, BunnyHop, and automatic offset updates.",The MIT License,0,0,0,0,2024-12-09
dmaivel/ntoseye,https://github.com/dmaivel/ntoseye,68,Windows kernel debugger for Linux hosts running Windows under KVM/QEMU,The MIT License,0,0,0,0,2024-09-13
lisyarus/webgpu-shallow-water,https://github.com/lisyarus/webgpu-shallow-water,66,GPU shallow water solver using the virtual pipes model using WebGPU,The MIT License,0,0,0,0,2025-02-04
kazmatw/AngelBoy-Windows-Binary-Exploitation-Note,https://github.com/kazmatw/AngelBoy-Windows-Binary-Exploitation-Note,65,這份筆記是關於 Angelboy 2022 年在臺灣好厲駭開的 Windows Binary Exploitation 課程，內含個人撰寫的解題腳本、課堂筆記、以及自行設計的課堂練習題和架設腳本,The MIT License,0,0,0,0,2024-11-18
fortra/CVE-2024-6769,https://github.com/fortra/CVE-2024-6769,61,Activation cache poisoning to elevate from medium to high integrity (CVE-2024-6769),Apache License 2.0,0,0,0,0,2024-08-29
XRobots/Ball-BIke,https://github.com/XRobots/Ball-BIke,60,,The MIT License,0,0,0,0,2025-01-19
jaeyoungjo99/ELiMaLoc,https://github.com/jaeyoungjo99/ELiMaLoc,59,EKF-based LiDAR-Inertial Map matching Localization,The MIT License,0,0,0,0,2024-12-17
leowu777/KVStore,https://github.com/leowu777/KVStore,59,,The MIT License,0,0,0,0,2024-09-23
ffengc/boost-search-engine,https://github.com/ffengc/boost-search-engine,57,"This search engine leverages the Boost library for efficient document search, featuring data preprocessing, index creation, and advanced search functionalities. It uses C++, HTML, CSS, and JavaScript, enhancing access to Boost technical documents for developers.",The MIT License,0,0,0,0,2024-07-11
Redot-Engine/redot-cpp,https://github.com/Redot-Engine/redot-cpp,57,C++ bindings for the Redot script API,The MIT License,0,0,0,0,2024-09-30
0mWindyBug/RansomGuard,https://github.com/0mWindyBug/RansomGuard,56,anti-ransomware file-system filter ,The MIT License,0,0,0,0,2024-08-22
crvvdev/vac-bypass-kernel,https://github.com/crvvdev/vac-bypass-kernel,55,Fully working kernel-mode VAC bypass,The MIT License,0,0,0,0,2024-10-22
nvpro-samples/vk_lod_clusters,https://github.com/nvpro-samples/vk_lod_clusters,55,Sample for cluster-based continuous level of detail rasterization or ray tracing,Apache License 2.0,0,0,0,0,2025-01-23
T-DT-Algorithm-2024/T-DT-2024-Radar,https://github.com/T-DT-Algorithm-2024/T-DT-2024-Radar,53,东北大学2024年雷达代码,The MIT License,0,0,0,0,2024-08-13
upiir/arduino_focus_rs_gauges,https://github.com/upiir/arduino_focus_rs_gauges,52,Ford Focus RS gauges with Arduino UNO,The MIT License,0,0,0,0,2024-08-09
GuybrushTreep/PlayBot,https://github.com/GuybrushTreep/PlayBot,52,Transform your Playdate handHeld into a lovely desktop robot,The MIT License,0,0,0,0,2024-12-09
BnuuySolutions/OculusWRP,https://github.com/BnuuySolutions/OculusWRP,51,"It's time to replace your Oculus installations with OculusWRP, a new way to enjoy your Oculus headsets while using SteamVR, natively.",The MIT License,0,0,0,0,2024-08-11
Niravaana/HIP-BVH-Construction,https://github.com/Niravaana/HIP-BVH-Construction,51,This is my experiments with BVH build algorithms on GPU. ,The MIT License,0,0,0,0,2024-07-11
PuYuuu/toy-example-of-iLQR,https://github.com/PuYuuu/toy-example-of-iLQR,51,iterative Linear Quadratic Regulator practice,The MIT License,0,0,0,0,2024-08-22
araxestroy/sc2kfix,https://github.com/araxestroy/sc2kfix,50,Bugfix and modding DLL for SimCity 2000 Special Edition (1996),The MIT License,0,0,0,0,2025-01-17
hxhdhcjmet/helloeord,https://github.com/hxhdhcjmet/helloeord,48,Helloword,The MIT License,0,0,0,0,2024-11-23
cneuralnetwork/From-Scratch-in-C,https://github.com/cneuralnetwork/From-Scratch-in-C,48,"I try to replicate stuff from scratch in C, from the concepts I learn in college",The MIT License,0,0,0,0,2024-08-24
ChaitanyaHaritash/IllusiveFog,https://github.com/ChaitanyaHaritash/IllusiveFog,48,Windows Administrator level Implant.,The MIT License,0,0,0,0,2024-09-28
HorizonGamesRoland/ActorIO,https://github.com/HorizonGamesRoland/ActorIO,48,Source Engine inspired level scripting tool for Unreal Engine featuring an input/output system for actors.,Apache License 2.0,0,0,0,0,2024-10-16
solmarks/sol-check,https://github.com/solmarks/sol-check,47,,The MIT License,0,0,0,0,2025-01-29
floooh/dcimgui,https://github.com/floooh/dcimgui,47,All in one Dear ImGui source distro for C++ and C.,The MIT License,0,0,0,0,2024-12-03
LearningInfiniTensor/learning-cxx,https://github.com/LearningInfiniTensor/learning-cxx,47,,The MIT License,0,0,0,0,2024-07-08
eppl-erau-db/go2_rl_ws,https://github.com/eppl-erau-db/go2_rl_ws,47,Go2 RL Deployment (ROS2 Humble),The MIT License,0,0,0,0,2024-07-16
drogalis/SPSC-Queue,https://github.com/drogalis/SPSC-Queue,46,"A single producer single consumer lock free queue that utilizes copy / move assignment to transfer messages. Achieves a top performance, faster than many of the leading SPSC queues.",The MIT License,0,0,0,0,2024-08-14
ppl-ai/libfabric-efa-demo,https://github.com/ppl-ai/libfabric-efa-demo,46,,Apache License 2.0,0,0,0,0,2025-02-10
moval0x1/NoDelete,https://github.com/moval0x1/NoDelete,44,NoDelete is a tool that assists in malware analysis by locking a folder where malware drops files before deleting them.,The MIT License,0,0,0,0,2024-11-28
ZehMatt/zyemu,https://github.com/ZehMatt/zyemu,44,x86-64 user mode emulation using Zydis,The MIT License,0,0,0,0,2025-01-05
PiyushXCoder/powermode-indicator,https://github.com/PiyushXCoder/powermode-indicator,43,Power Profiles Indicator plugin for all linux desktop environments,The MIT License,0,0,0,0,2024-07-06
LoborchukAndrii/UE5-Blueprint-Multithread,https://github.com/LoborchukAndrii/UE5-Blueprint-Multithread,43,,The MIT License,0,0,0,0,2024-07-10
HiPeRT/unimore_roboracer,https://github.com/HiPeRT/unimore_roboracer,43,HiPeRT-Lab's Roboracer autonomous racing stack,Apache License 2.0,0,0,0,0,2025-01-23
kovalevdmv/onec_comp_gen,https://github.com/kovalevdmv/onec_comp_gen,43,Конструктор внешних компонент C++/Rust,The MIT License,0,0,0,0,2024-12-02
Azumi67/proxyforwarder,https://github.com/Azumi67/proxyforwarder,42,"TCP & UDP port forwarder with monitoring & metrics & robot. TCP supports port range, connection pools, retry mechanism, max con, yaml. UDP supports single port forwarder.",Apache License 2.0,0,0,0,0,2024-10-31
asdadeeeee/vectorDB,https://github.com/asdadeeeee/vectorDB,42,,The MIT License,0,0,0,0,2024-11-23
sfu-dis/preemptdb,https://github.com/sfu-dis/preemptdb,42,Low-Latency Transaction Scheduling via Userspace Interrupts: Why Wait or Yield When You Can Preempt? (SIGMOD 2025),The MIT License,0,0,0,0,2024-12-04
taroz/gtsam_gnss,https://github.com/taroz/gtsam_gnss,42,Factor graph optimization library for GNSS positining,The MIT License,0,0,0,0,2024-11-28
deeppowers/deeppowers,https://github.com/deeppowers/deeppowers,41,"An open-source, high-performance inference accelerator engine supporting various large language models such as DEEPSEEK, GPT, GEMINI, and CLAUDE.",Apache License 2.0,0,0,0,0,2025-02-17
Offensive-Panda/.NET_PROFILER_DLL_LOADING,https://github.com/Offensive-Panda/.NET_PROFILER_DLL_LOADING,41,.NET profiler DLL loading can be abused to make a legit .NET application load a malicious DLL using environment variables. This exploit is loading a malicious DLL using Task Scheduler (MMC) to bypass UAC and getting admin privileges.,The MIT License,0,0,0,0,2024-07-29
linkdd/larena,https://github.com/linkdd/larena,41,Yet another simple header only arena allocator for C11,The MIT License,0,0,0,0,2024-07-05
ejaasaari/lorann,https://github.com/ejaasaari/lorann,40,"Approximate Nearest Neighbor search using reduced-rank regression, with extremely fast queries, tiny memory usage, and rapid indexing on modern vector embeddings.",The MIT License,0,0,0,0,2024-10-23
wolfcod/beacondbg,https://github.com/wolfcod/beacondbg,39,Beacon Debugger,The MIT License,0,0,0,0,2024-10-19
JayTongue/Pi-tmaster,https://github.com/JayTongue/Pi-tmaster,39,,Apache License 2.0,0,0,0,0,2024-10-25
NVIDIA/Maya-ACE,https://github.com/NVIDIA/Maya-ACE,38,Maya-ACE: A Reference Client Implementation for NVIDIA ACE Audio2Face Service,The MIT License,0,0,0,0,2024-08-26
Vasie1337/sharedsection-driver,https://github.com/Vasie1337/sharedsection-driver,38,Driver that communicates using a thread and a shared section with Usermode,The MIT License,0,0,0,0,2024-07-12
bjia56/cosmotop,https://github.com/bjia56/cosmotop,37,Multiplatform system monitoring tool using Cosmopolitan Libc,Apache License 2.0,0,0,0,0,2025-01-07
HansKristian-Work/pyroveil,https://github.com/HansKristian-Work/pyroveil,37,Vulkan layer to replace shaders or roundtrip them to workaround driver bugs,The MIT License,0,0,0,0,2025-02-13
Chainski/PandaLoader,https://github.com/Chainski/PandaLoader,37,"A WIP shellcode loader tool which bypasses AV/EDR, coded in C++, and equipped with a minimal console builder.",The MIT License,0,0,0,0,2024-08-16
Krypteria/Proxll,https://github.com/Krypteria/Proxll,37,Tool designed to simplify the generation of proxy DLLs while addressing common conflicts related to windows.h,Apache License 2.0,0,0,0,0,2024-10-08
Zombie-Kaiser/CVE-2024-30088-Windows-poc,https://github.com/Zombie-Kaiser/CVE-2024-30088-Windows-poc,36,该漏洞存在于 NtQueryInformationToken 函数中，特别是在处理AuthzBasepCopyoutInternalSecurityAttributes 函数时，该漏洞源于内核在操作对象时对锁定机制的不当管理，这一失误可能导致恶意实体意外提升权限。,Apache License 2.0,0,0,0,0,2024-07-05
TheCodeDaniel/screenshot_guard,https://github.com/TheCodeDaniel/screenshot_guard,36,Screenshot Guard is a Flutter plugin that provides platform-specific functionality to detect and restrict screenshots and screen recording in your Flutter applications,The MIT License,0,0,0,0,2024-12-23
Peharge/learn-c-plus-plus,https://github.com/Peharge/learn-c-plus-plus,36,learn c++,The MIT License,0,0,0,0,2024-12-21
tud-amr/guidance_planner,https://github.com/tud-amr/guidance_planner,35,A topology aware sampling-based global planner for dynamic 2D environments,Apache License 2.0,0,0,0,0,2024-09-24
leap-hand/Bidex_Manus_Teleop,https://github.com/leap-hand/Bidex_Manus_Teleop,34,Teleoperation of LEAP Hand using Manus Gloves,The MIT License,0,0,0,0,2024-10-27
mannyfred/MentalTi,https://github.com/mannyfred/MentalTi,33,Mentally ill EtwTi parser,The MIT License,0,0,0,0,2024-12-23
itsBaffled/BFObjectPooling,https://github.com/itsBaffled/BFObjectPooling,33,Generic Object Pooling Plugin for UE5,The MIT License,0,0,0,0,2024-09-25
intuitive-robots/MoDE_Diffusion_Policy,https://github.com/intuitive-robots/MoDE_Diffusion_Policy,33,"[ICLR 25] Code for ""Efficient Diffusion Transformer Policies with Mixture of Expert Denoisers for Multitask Learning""",The MIT License,0,0,0,0,2024-10-28
Sharundaar/UECodeGolfing,https://github.com/Sharundaar/UECodeGolfing,33,"A repro for short code samples, probably focused on UE code.",The MIT License,0,0,0,0,2024-11-29
