# Logfile created on 2021-02-22 08:51:32 +0000 by logger.rb/56438
[2021-02-22T08:51:32+00:00] INFO: Started chef-zero at chefzero://localhost:8889 with repository at /opt/gitlab/embedded
  One version per cookbook

[2021-02-22T08:51:32+00:00] INFO: Forking chef instance to converge...
[2021-02-22T08:51:32+00:00] INFO: *** Chef 12.12.15 ***
[2021-02-22T08:51:32+00:00] INFO: Platform: x86_64-linux
[2021-02-22T08:51:32+00:00] INFO: Chef-client pid: 26
[2021-02-22T08:51:33+00:00] WARN: unable to detect ipaddress
[2021-02-22T08:51:33+00:00] INFO: HTTP Request Returned 404 Not Found: Object not found: chefzero://localhost:8889/nodes/gitlab.example.com
[2021-02-22T08:51:33+00:00] INFO: Setting the run_list to ["recipe[gitlab]"] from CLI options
[2021-02-22T08:51:33+00:00] INFO: Run List is [recipe[gitlab]]
[2021-02-22T08:51:33+00:00] INFO: Run List expands to [gitlab]
[2021-02-22T08:51:33+00:00] INFO: Starting Chef Run for gitlab.example.com
[2021-02-22T08:51:33+00:00] INFO: Running start handlers
[2021-02-22T08:51:33+00:00] INFO: Start handlers complete.
[2021-02-22T08:51:33+00:00] INFO: HTTP Request Returned 404 Not Found: Object not found: 
[2021-02-22T08:51:33+00:00] INFO: Loading cookbooks [gitlab@0.0.1, runit@0.14.2, package@0.0.0]
[2021-02-22T08:51:35+00:00] INFO: directory[/opt/gitlab/embedded/service/gitlab-shell/hooks/] group changed to 998
[2021-02-22T08:51:35+00:00] INFO: link[Link /opt/gitlab/embedded/service/gitlab-shell/config.yml to /var/opt/gitlab/gitlab-shell/config.yml] created
[2021-02-22T08:51:35+00:00] INFO: link[/opt/gitlab/embedded/service/gitlab-shell/.gitlab_shell_secret] created
[2021-02-22T08:51:35+00:00] INFO: execute[/opt/gitlab/embedded/service/gitlab-shell/bin/gitlab-keys check-permissions] ran successfully
[2021-02-22T08:51:35+00:00] INFO: directory[create /opt/gitlab/etc/gitlab-rails] created directory /opt/gitlab/etc/gitlab-rails
[2021-02-22T08:51:35+00:00] INFO: directory[create /opt/gitlab/etc/gitlab-rails] owner changed to 998
[2021-02-22T08:51:35+00:00] INFO: directory[create /opt/gitlab/etc/gitlab-rails] mode changed to 700
[2021-02-22T08:51:35+00:00] INFO: template[/opt/gitlab/etc/gitlab-rails/gitlab-rails-rc] created file /opt/gitlab/etc/gitlab-rails/gitlab-rails-rc
[2021-02-22T08:51:35+00:00] INFO: template[/opt/gitlab/etc/gitlab-rails/gitlab-rails-rc] updated file contents /opt/gitlab/etc/gitlab-rails/gitlab-rails-rc
[2021-02-22T08:51:35+00:00] INFO: link[Link /opt/gitlab/embedded/service/gitlab-rails/config/database.yml to /var/opt/gitlab/gitlab-rails/etc/database.yml] created
[2021-02-22T08:51:35+00:00] INFO: link[Link /opt/gitlab/embedded/service/gitlab-rails/config/secrets.yml to /var/opt/gitlab/gitlab-rails/etc/secrets.yml] created
[2021-02-22T08:51:35+00:00] INFO: link[Link /opt/gitlab/embedded/service/gitlab-rails/config/resque.yml to /var/opt/gitlab/gitlab-rails/etc/resque.yml] created
[2021-02-22T08:51:35+00:00] INFO: link[Link /opt/gitlab/embedded/service/gitlab-rails/config/gitlab.yml to /var/opt/gitlab/gitlab-rails/etc/gitlab.yml] created
[2021-02-22T08:51:35+00:00] INFO: link[Link /opt/gitlab/embedded/service/gitlab-rails/config/initializers/rack_attack.rb to /var/opt/gitlab/gitlab-rails/etc/rack_attack.rb] created
[2021-02-22T08:51:35+00:00] INFO: link[Link /opt/gitlab/embedded/service/gitlab-rails/.gitlab_workhorse_secret to /var/opt/gitlab/gitlab-rails/etc/gitlab_workhorse_secret] created
[2021-02-22T08:51:35+00:00] INFO: link[Link /opt/gitlab/embedded/service/gitlab-rails/.gitlab_shell_secret to /var/opt/gitlab/gitlab-rails/etc/gitlab_shell_secret] created
[2021-02-22T08:51:35+00:00] INFO: directory[/opt/gitlab/etc/gitlab-rails/env] created directory /opt/gitlab/etc/gitlab-rails/env
[2021-02-22T08:51:35+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/HOME] created file /opt/gitlab/etc/gitlab-rails/env/HOME
[2021-02-22T08:51:35+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/HOME] updated file contents /opt/gitlab/etc/gitlab-rails/env/HOME
[2021-02-22T08:51:35+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/RAILS_ENV] created file /opt/gitlab/etc/gitlab-rails/env/RAILS_ENV
[2021-02-22T08:51:35+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/RAILS_ENV] updated file contents /opt/gitlab/etc/gitlab-rails/env/RAILS_ENV
[2021-02-22T08:51:35+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/LD_PRELOAD] created file /opt/gitlab/etc/gitlab-rails/env/LD_PRELOAD
[2021-02-22T08:51:35+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/LD_PRELOAD] updated file contents /opt/gitlab/etc/gitlab-rails/env/LD_PRELOAD
[2021-02-22T08:51:35+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/SIDEKIQ_MEMORY_KILLER_MAX_RSS] created file /opt/gitlab/etc/gitlab-rails/env/SIDEKIQ_MEMORY_KILLER_MAX_RSS
[2021-02-22T08:51:35+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/SIDEKIQ_MEMORY_KILLER_MAX_RSS] updated file contents /opt/gitlab/etc/gitlab-rails/env/SIDEKIQ_MEMORY_KILLER_MAX_RSS
[2021-02-22T08:51:35+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/BUNDLE_GEMFILE] created file /opt/gitlab/etc/gitlab-rails/env/BUNDLE_GEMFILE
[2021-02-22T08:51:35+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/BUNDLE_GEMFILE] updated file contents /opt/gitlab/etc/gitlab-rails/env/BUNDLE_GEMFILE
[2021-02-22T08:51:35+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/PATH] created file /opt/gitlab/etc/gitlab-rails/env/PATH
[2021-02-22T08:51:35+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/PATH] updated file contents /opt/gitlab/etc/gitlab-rails/env/PATH
[2021-02-22T08:51:35+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/ICU_DATA] created file /opt/gitlab/etc/gitlab-rails/env/ICU_DATA
[2021-02-22T08:51:35+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/ICU_DATA] updated file contents /opt/gitlab/etc/gitlab-rails/env/ICU_DATA
[2021-02-22T08:51:35+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/PYTHONPATH] created file /opt/gitlab/etc/gitlab-rails/env/PYTHONPATH
[2021-02-22T08:51:35+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/PYTHONPATH] updated file contents /opt/gitlab/etc/gitlab-rails/env/PYTHONPATH
[2021-02-22T08:51:35+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/EXECJS_RUNTIME] created file /opt/gitlab/etc/gitlab-rails/env/EXECJS_RUNTIME
[2021-02-22T08:51:35+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/EXECJS_RUNTIME] updated file contents /opt/gitlab/etc/gitlab-rails/env/EXECJS_RUNTIME
[2021-02-22T08:51:35+00:00] INFO: link[/opt/gitlab/embedded/service/gitlab-rails/tmp] created
[2021-02-22T08:51:35+00:00] INFO: link[/opt/gitlab/embedded/service/gitlab-rails/public/uploads] created
[2021-02-22T08:51:35+00:00] INFO: link[/opt/gitlab/embedded/service/gitlab-rails/log] created
[2021-02-22T08:51:35+00:00] INFO: file[/opt/gitlab/embedded/service/gitlab-rails/db/schema.rb] owner changed to 998
[2021-02-22T08:51:40+00:00] INFO: execute[chown -R root:root /opt/gitlab/embedded/service/gitlab-rails/public] ran successfully
[2021-02-22T08:51:40+00:00] INFO: file[/opt/gitlab/embedded/ssl/certs/README] created file /opt/gitlab/embedded/ssl/certs/README
[2021-02-22T08:51:40+00:00] INFO: file[/opt/gitlab/embedded/ssl/certs/README] updated file contents /opt/gitlab/embedded/ssl/certs/README
[2021-02-22T08:51:40+00:00] INFO: file[/opt/gitlab/embedded/ssl/certs/README] mode changed to 644
[2021-02-22T08:51:40+00:00] INFO: ruby_block[Move existing certs and link to /opt/gitlab/embedded/ssl/certs] called
[2021-02-22T08:51:40+00:00] INFO: directory[/opt/gitlab/sv/redis] created directory /opt/gitlab/sv/redis
[2021-02-22T08:51:40+00:00] INFO: directory[/opt/gitlab/sv/redis] owner changed to 0
[2021-02-22T08:51:40+00:00] INFO: directory[/opt/gitlab/sv/redis] group changed to 0
[2021-02-22T08:51:40+00:00] INFO: directory[/opt/gitlab/sv/redis] mode changed to 755
[2021-02-22T08:51:40+00:00] INFO: directory[/opt/gitlab/sv/redis/log] created directory /opt/gitlab/sv/redis/log
[2021-02-22T08:51:40+00:00] INFO: directory[/opt/gitlab/sv/redis/log] owner changed to 0
[2021-02-22T08:51:40+00:00] INFO: directory[/opt/gitlab/sv/redis/log] group changed to 0
[2021-02-22T08:51:40+00:00] INFO: directory[/opt/gitlab/sv/redis/log] mode changed to 755
[2021-02-22T08:51:40+00:00] INFO: directory[/opt/gitlab/sv/redis/log/main] created directory /opt/gitlab/sv/redis/log/main
[2021-02-22T08:51:40+00:00] INFO: directory[/opt/gitlab/sv/redis/log/main] owner changed to 0
[2021-02-22T08:51:40+00:00] INFO: directory[/opt/gitlab/sv/redis/log/main] group changed to 0
[2021-02-22T08:51:40+00:00] INFO: directory[/opt/gitlab/sv/redis/log/main] mode changed to 755
[2021-02-22T08:51:40+00:00] INFO: template[/opt/gitlab/sv/redis/run] created file /opt/gitlab/sv/redis/run
[2021-02-22T08:51:40+00:00] INFO: template[/opt/gitlab/sv/redis/run] updated file contents /opt/gitlab/sv/redis/run
[2021-02-22T08:51:40+00:00] INFO: template[/opt/gitlab/sv/redis/run] owner changed to 0
[2021-02-22T08:51:40+00:00] INFO: template[/opt/gitlab/sv/redis/run] group changed to 0
[2021-02-22T08:51:40+00:00] INFO: template[/opt/gitlab/sv/redis/run] mode changed to 755
[2021-02-22T08:51:40+00:00] INFO: template[/opt/gitlab/sv/redis/log/run] created file /opt/gitlab/sv/redis/log/run
[2021-02-22T08:51:40+00:00] INFO: template[/opt/gitlab/sv/redis/log/run] updated file contents /opt/gitlab/sv/redis/log/run
[2021-02-22T08:51:40+00:00] INFO: template[/opt/gitlab/sv/redis/log/run] owner changed to 0
[2021-02-22T08:51:40+00:00] INFO: template[/opt/gitlab/sv/redis/log/run] group changed to 0
[2021-02-22T08:51:40+00:00] INFO: template[/opt/gitlab/sv/redis/log/run] mode changed to 755
[2021-02-22T08:51:40+00:00] INFO: link[/opt/gitlab/init/redis] created
[2021-02-22T08:51:40+00:00] INFO: link[/opt/gitlab/service/redis] created
[2021-02-22T08:51:41+00:00] INFO: ruby_block[supervise_redis_sleep] called
[2021-02-22T08:51:41+00:00] INFO: file[create /opt/gitlab/embedded/etc/90-omnibus-gitlab-kernel.shmmax.conf kernel.shmmax] created file /opt/gitlab/embedded/etc/90-omnibus-gitlab-kernel.shmmax.conf
[2021-02-22T08:51:41+00:00] INFO: file[create /opt/gitlab/embedded/etc/90-omnibus-gitlab-kernel.shmmax.conf kernel.shmmax] updated file contents /opt/gitlab/embedded/etc/90-omnibus-gitlab-kernel.shmmax.conf
[2021-02-22T08:51:41+00:00] INFO: file[create /opt/gitlab/embedded/etc/90-omnibus-gitlab-kernel.shmmax.conf kernel.shmmax] sending run action to execute[load sysctl conf kernel.shmmax] (immediate)
[2021-02-22T08:51:41+00:00] INFO: execute[load sysctl conf kernel.shmmax] ran successfully
[2021-02-22T08:51:41+00:00] INFO: link[/etc/sysctl.d/90-omnibus-gitlab-kernel.shmmax.conf] created
[2021-02-22T08:51:41+00:00] INFO: file[create /opt/gitlab/embedded/etc/90-omnibus-gitlab-kernel.shmall.conf kernel.shmall] created file /opt/gitlab/embedded/etc/90-omnibus-gitlab-kernel.shmall.conf
[2021-02-22T08:51:41+00:00] INFO: file[create /opt/gitlab/embedded/etc/90-omnibus-gitlab-kernel.shmall.conf kernel.shmall] updated file contents /opt/gitlab/embedded/etc/90-omnibus-gitlab-kernel.shmall.conf
[2021-02-22T08:51:41+00:00] INFO: file[create /opt/gitlab/embedded/etc/90-omnibus-gitlab-kernel.shmall.conf kernel.shmall] sending run action to execute[load sysctl conf kernel.shmall] (immediate)
[2021-02-22T08:51:41+00:00] INFO: execute[load sysctl conf kernel.shmall] ran successfully
[2021-02-22T08:51:42+00:00] INFO: link[/etc/sysctl.d/90-omnibus-gitlab-kernel.shmall.conf] created
[2021-02-22T08:51:42+00:00] INFO: file[create /opt/gitlab/embedded/etc/90-omnibus-gitlab-kernel.sem.conf kernel.sem] created file /opt/gitlab/embedded/etc/90-omnibus-gitlab-kernel.sem.conf
[2021-02-22T08:51:42+00:00] INFO: file[create /opt/gitlab/embedded/etc/90-omnibus-gitlab-kernel.sem.conf kernel.sem] updated file contents /opt/gitlab/embedded/etc/90-omnibus-gitlab-kernel.sem.conf
[2021-02-22T08:51:42+00:00] INFO: file[create /opt/gitlab/embedded/etc/90-omnibus-gitlab-kernel.sem.conf kernel.sem] sending run action to execute[load sysctl conf kernel.sem] (immediate)
[2021-02-22T08:51:42+00:00] INFO: execute[load sysctl conf kernel.sem] ran successfully
[2021-02-22T08:51:42+00:00] INFO: link[/etc/sysctl.d/90-omnibus-gitlab-kernel.sem.conf] created
[2021-02-22T08:51:42+00:00] INFO: directory[/opt/gitlab/sv/postgresql] created directory /opt/gitlab/sv/postgresql
[2021-02-22T08:51:42+00:00] INFO: directory[/opt/gitlab/sv/postgresql] owner changed to 0
[2021-02-22T08:51:42+00:00] INFO: directory[/opt/gitlab/sv/postgresql] group changed to 0
[2021-02-22T08:51:42+00:00] INFO: directory[/opt/gitlab/sv/postgresql] mode changed to 755
[2021-02-22T08:51:42+00:00] INFO: directory[/opt/gitlab/sv/postgresql/log] created directory /opt/gitlab/sv/postgresql/log
[2021-02-22T08:51:42+00:00] INFO: directory[/opt/gitlab/sv/postgresql/log] owner changed to 0
[2021-02-22T08:51:42+00:00] INFO: directory[/opt/gitlab/sv/postgresql/log] group changed to 0
[2021-02-22T08:51:42+00:00] INFO: directory[/opt/gitlab/sv/postgresql/log] mode changed to 755
[2021-02-22T08:51:42+00:00] INFO: directory[/opt/gitlab/sv/postgresql/log/main] created directory /opt/gitlab/sv/postgresql/log/main
[2021-02-22T08:51:42+00:00] INFO: directory[/opt/gitlab/sv/postgresql/log/main] owner changed to 0
[2021-02-22T08:51:42+00:00] INFO: directory[/opt/gitlab/sv/postgresql/log/main] group changed to 0
[2021-02-22T08:51:42+00:00] INFO: directory[/opt/gitlab/sv/postgresql/log/main] mode changed to 755
[2021-02-22T08:51:42+00:00] INFO: template[/opt/gitlab/sv/postgresql/run] created file /opt/gitlab/sv/postgresql/run
[2021-02-22T08:51:42+00:00] INFO: template[/opt/gitlab/sv/postgresql/run] updated file contents /opt/gitlab/sv/postgresql/run
[2021-02-22T08:51:42+00:00] INFO: template[/opt/gitlab/sv/postgresql/run] owner changed to 0
[2021-02-22T08:51:42+00:00] INFO: template[/opt/gitlab/sv/postgresql/run] group changed to 0
[2021-02-22T08:51:42+00:00] INFO: template[/opt/gitlab/sv/postgresql/run] mode changed to 755
[2021-02-22T08:51:42+00:00] INFO: template[/opt/gitlab/sv/postgresql/log/run] created file /opt/gitlab/sv/postgresql/log/run
[2021-02-22T08:51:42+00:00] INFO: template[/opt/gitlab/sv/postgresql/log/run] updated file contents /opt/gitlab/sv/postgresql/log/run
[2021-02-22T08:51:42+00:00] INFO: template[/opt/gitlab/sv/postgresql/log/run] owner changed to 0
[2021-02-22T08:51:42+00:00] INFO: template[/opt/gitlab/sv/postgresql/log/run] group changed to 0
[2021-02-22T08:51:42+00:00] INFO: template[/opt/gitlab/sv/postgresql/log/run] mode changed to 755
[2021-02-22T08:51:42+00:00] INFO: directory[/opt/gitlab/sv/postgresql/control] created directory /opt/gitlab/sv/postgresql/control
[2021-02-22T08:51:42+00:00] INFO: directory[/opt/gitlab/sv/postgresql/control] owner changed to 0
[2021-02-22T08:51:42+00:00] INFO: directory[/opt/gitlab/sv/postgresql/control] group changed to 0
[2021-02-22T08:51:42+00:00] INFO: directory[/opt/gitlab/sv/postgresql/control] mode changed to 755
[2021-02-22T08:51:42+00:00] INFO: template[/opt/gitlab/sv/postgresql/control/t] created file /opt/gitlab/sv/postgresql/control/t
[2021-02-22T08:51:42+00:00] INFO: template[/opt/gitlab/sv/postgresql/control/t] updated file contents /opt/gitlab/sv/postgresql/control/t
[2021-02-22T08:51:42+00:00] INFO: template[/opt/gitlab/sv/postgresql/control/t] owner changed to 0
[2021-02-22T08:51:42+00:00] INFO: template[/opt/gitlab/sv/postgresql/control/t] group changed to 0
[2021-02-22T08:51:42+00:00] INFO: template[/opt/gitlab/sv/postgresql/control/t] mode changed to 755
[2021-02-22T08:51:42+00:00] INFO: link[/opt/gitlab/init/postgresql] created
[2021-02-22T08:51:42+00:00] INFO: link[/opt/gitlab/service/postgresql] created
[2021-02-22T08:51:44+00:00] INFO: ruby_block[supervise_postgresql_sleep] called
[2021-02-22T08:51:44+00:00] INFO: template[/opt/gitlab/etc/gitlab-psql-rc] created file /opt/gitlab/etc/gitlab-psql-rc
[2021-02-22T08:51:44+00:00] INFO: template[/opt/gitlab/etc/gitlab-psql-rc] updated file contents /opt/gitlab/etc/gitlab-psql-rc
[2021-02-22T08:51:44+00:00] INFO: template[/opt/gitlab/etc/gitlab-psql-rc] owner changed to 0
[2021-02-22T08:51:44+00:00] INFO: template[/opt/gitlab/etc/gitlab-psql-rc] group changed to 0
[2021-02-22T08:51:44+00:00] INFO: bash[migrate gitlab-rails database] running why-run run action to support before action
[2021-02-22T08:51:44+00:00] INFO: directory[/opt/gitlab/var/unicorn] created directory /opt/gitlab/var/unicorn
[2021-02-22T08:51:44+00:00] INFO: directory[/opt/gitlab/var/unicorn] owner changed to 998
[2021-02-22T08:51:44+00:00] INFO: directory[/opt/gitlab/var/unicorn] mode changed to 700
[2021-02-22T08:51:44+00:00] INFO: directory[/opt/gitlab/sv/unicorn] created directory /opt/gitlab/sv/unicorn
[2021-02-22T08:51:44+00:00] INFO: directory[/opt/gitlab/sv/unicorn] owner changed to 0
[2021-02-22T08:51:44+00:00] INFO: directory[/opt/gitlab/sv/unicorn] group changed to 0
[2021-02-22T08:51:44+00:00] INFO: directory[/opt/gitlab/sv/unicorn] mode changed to 755
[2021-02-22T08:51:44+00:00] INFO: directory[/opt/gitlab/sv/unicorn/log] created directory /opt/gitlab/sv/unicorn/log
[2021-02-22T08:51:44+00:00] INFO: directory[/opt/gitlab/sv/unicorn/log] owner changed to 0
[2021-02-22T08:51:44+00:00] INFO: directory[/opt/gitlab/sv/unicorn/log] group changed to 0
[2021-02-22T08:51:44+00:00] INFO: directory[/opt/gitlab/sv/unicorn/log] mode changed to 755
[2021-02-22T08:51:44+00:00] INFO: directory[/opt/gitlab/sv/unicorn/log/main] created directory /opt/gitlab/sv/unicorn/log/main
[2021-02-22T08:51:44+00:00] INFO: directory[/opt/gitlab/sv/unicorn/log/main] owner changed to 0
[2021-02-22T08:51:44+00:00] INFO: directory[/opt/gitlab/sv/unicorn/log/main] group changed to 0
[2021-02-22T08:51:44+00:00] INFO: directory[/opt/gitlab/sv/unicorn/log/main] mode changed to 755
[2021-02-22T08:51:44+00:00] INFO: template[/opt/gitlab/sv/unicorn/run] created file /opt/gitlab/sv/unicorn/run
[2021-02-22T08:51:44+00:00] INFO: template[/opt/gitlab/sv/unicorn/run] updated file contents /opt/gitlab/sv/unicorn/run
[2021-02-22T08:51:44+00:00] INFO: template[/opt/gitlab/sv/unicorn/run] owner changed to 0
[2021-02-22T08:51:44+00:00] INFO: template[/opt/gitlab/sv/unicorn/run] group changed to 0
[2021-02-22T08:51:44+00:00] INFO: template[/opt/gitlab/sv/unicorn/run] mode changed to 755
[2021-02-22T08:51:44+00:00] INFO: template[/opt/gitlab/sv/unicorn/log/run] created file /opt/gitlab/sv/unicorn/log/run
[2021-02-22T08:51:44+00:00] INFO: template[/opt/gitlab/sv/unicorn/log/run] updated file contents /opt/gitlab/sv/unicorn/log/run
[2021-02-22T08:51:44+00:00] INFO: template[/opt/gitlab/sv/unicorn/log/run] owner changed to 0
[2021-02-22T08:51:44+00:00] INFO: template[/opt/gitlab/sv/unicorn/log/run] group changed to 0
[2021-02-22T08:51:44+00:00] INFO: template[/opt/gitlab/sv/unicorn/log/run] mode changed to 755
[2021-02-22T08:51:44+00:00] INFO: directory[/opt/gitlab/sv/unicorn/control] created directory /opt/gitlab/sv/unicorn/control
[2021-02-22T08:51:44+00:00] INFO: directory[/opt/gitlab/sv/unicorn/control] owner changed to 0
[2021-02-22T08:51:44+00:00] INFO: directory[/opt/gitlab/sv/unicorn/control] group changed to 0
[2021-02-22T08:51:44+00:00] INFO: directory[/opt/gitlab/sv/unicorn/control] mode changed to 755
[2021-02-22T08:51:44+00:00] INFO: template[/opt/gitlab/sv/unicorn/control/t] created file /opt/gitlab/sv/unicorn/control/t
[2021-02-22T08:51:44+00:00] INFO: template[/opt/gitlab/sv/unicorn/control/t] updated file contents /opt/gitlab/sv/unicorn/control/t
[2021-02-22T08:51:44+00:00] INFO: template[/opt/gitlab/sv/unicorn/control/t] owner changed to 0
[2021-02-22T08:51:44+00:00] INFO: template[/opt/gitlab/sv/unicorn/control/t] group changed to 0
[2021-02-22T08:51:44+00:00] INFO: template[/opt/gitlab/sv/unicorn/control/t] mode changed to 755
[2021-02-22T08:51:44+00:00] INFO: link[/opt/gitlab/init/unicorn] created
[2021-02-22T08:51:44+00:00] INFO: link[/opt/gitlab/service/unicorn] created
[2021-02-22T08:51:46+00:00] INFO: ruby_block[supervise_unicorn_sleep] called
[2021-02-22T08:51:46+00:00] INFO: file[create /opt/gitlab/embedded/etc/90-omnibus-gitlab-net.core.somaxconn.conf net.core.somaxconn] created file /opt/gitlab/embedded/etc/90-omnibus-gitlab-net.core.somaxconn.conf
[2021-02-22T08:51:46+00:00] INFO: file[create /opt/gitlab/embedded/etc/90-omnibus-gitlab-net.core.somaxconn.conf net.core.somaxconn] updated file contents /opt/gitlab/embedded/etc/90-omnibus-gitlab-net.core.somaxconn.conf
[2021-02-22T08:51:46+00:00] INFO: file[create /opt/gitlab/embedded/etc/90-omnibus-gitlab-net.core.somaxconn.conf net.core.somaxconn] sending run action to execute[load sysctl conf net.core.somaxconn] (immediate)
[2021-02-22T08:51:46+00:00] INFO: execute[load sysctl conf net.core.somaxconn] ran successfully
[2021-02-22T08:51:46+00:00] INFO: link[/etc/sysctl.d/90-omnibus-gitlab-net.core.somaxconn.conf] created
[2021-02-22T08:51:46+00:00] INFO: directory[/opt/gitlab/sv/sidekiq] created directory /opt/gitlab/sv/sidekiq
[2021-02-22T08:51:46+00:00] INFO: directory[/opt/gitlab/sv/sidekiq] owner changed to 0
[2021-02-22T08:51:46+00:00] INFO: directory[/opt/gitlab/sv/sidekiq] group changed to 0
[2021-02-22T08:51:46+00:00] INFO: directory[/opt/gitlab/sv/sidekiq] mode changed to 755
[2021-02-22T08:51:46+00:00] INFO: directory[/opt/gitlab/sv/sidekiq/log] created directory /opt/gitlab/sv/sidekiq/log
[2021-02-22T08:51:46+00:00] INFO: directory[/opt/gitlab/sv/sidekiq/log] owner changed to 0
[2021-02-22T08:51:46+00:00] INFO: directory[/opt/gitlab/sv/sidekiq/log] group changed to 0
[2021-02-22T08:51:46+00:00] INFO: directory[/opt/gitlab/sv/sidekiq/log] mode changed to 755
[2021-02-22T08:51:46+00:00] INFO: directory[/opt/gitlab/sv/sidekiq/log/main] created directory /opt/gitlab/sv/sidekiq/log/main
[2021-02-22T08:51:46+00:00] INFO: directory[/opt/gitlab/sv/sidekiq/log/main] owner changed to 0
[2021-02-22T08:51:46+00:00] INFO: directory[/opt/gitlab/sv/sidekiq/log/main] group changed to 0
[2021-02-22T08:51:46+00:00] INFO: directory[/opt/gitlab/sv/sidekiq/log/main] mode changed to 755
[2021-02-22T08:51:46+00:00] INFO: template[/opt/gitlab/sv/sidekiq/run] created file /opt/gitlab/sv/sidekiq/run
[2021-02-22T08:51:46+00:00] INFO: template[/opt/gitlab/sv/sidekiq/run] updated file contents /opt/gitlab/sv/sidekiq/run
[2021-02-22T08:51:46+00:00] INFO: template[/opt/gitlab/sv/sidekiq/run] owner changed to 0
[2021-02-22T08:51:46+00:00] INFO: template[/opt/gitlab/sv/sidekiq/run] group changed to 0
[2021-02-22T08:51:46+00:00] INFO: template[/opt/gitlab/sv/sidekiq/run] mode changed to 755
[2021-02-22T08:51:46+00:00] INFO: template[/opt/gitlab/sv/sidekiq/log/run] created file /opt/gitlab/sv/sidekiq/log/run
[2021-02-22T08:51:46+00:00] INFO: template[/opt/gitlab/sv/sidekiq/log/run] updated file contents /opt/gitlab/sv/sidekiq/log/run
[2021-02-22T08:51:46+00:00] INFO: template[/opt/gitlab/sv/sidekiq/log/run] owner changed to 0
[2021-02-22T08:51:46+00:00] INFO: template[/opt/gitlab/sv/sidekiq/log/run] group changed to 0
[2021-02-22T08:51:46+00:00] INFO: template[/opt/gitlab/sv/sidekiq/log/run] mode changed to 755
[2021-02-22T08:51:46+00:00] INFO: link[/opt/gitlab/init/sidekiq] created
[2021-02-22T08:51:46+00:00] INFO: link[/opt/gitlab/service/sidekiq] created
[2021-02-22T08:51:48+00:00] INFO: ruby_block[supervise_sidekiq_sleep] called
[2021-02-22T08:51:48+00:00] INFO: directory[/opt/gitlab/etc/gitlab-workhorse] created directory /opt/gitlab/etc/gitlab-workhorse
[2021-02-22T08:51:48+00:00] INFO: directory[/opt/gitlab/etc/gitlab-workhorse] owner changed to 998
[2021-02-22T08:51:48+00:00] INFO: directory[/opt/gitlab/etc/gitlab-workhorse] mode changed to 700
[2021-02-22T08:51:48+00:00] INFO: directory[/opt/gitlab/etc/gitlab-workhorse/env] created directory /opt/gitlab/etc/gitlab-workhorse/env
[2021-02-22T08:51:48+00:00] INFO: file[/opt/gitlab/etc/gitlab-workhorse/env/PATH] created file /opt/gitlab/etc/gitlab-workhorse/env/PATH
[2021-02-22T08:51:48+00:00] INFO: file[/opt/gitlab/etc/gitlab-workhorse/env/PATH] updated file contents /opt/gitlab/etc/gitlab-workhorse/env/PATH
[2021-02-22T08:51:48+00:00] INFO: file[/opt/gitlab/etc/gitlab-workhorse/env/HOME] created file /opt/gitlab/etc/gitlab-workhorse/env/HOME
[2021-02-22T08:51:48+00:00] INFO: file[/opt/gitlab/etc/gitlab-workhorse/env/HOME] updated file contents /opt/gitlab/etc/gitlab-workhorse/env/HOME
[2021-02-22T08:51:48+00:00] INFO: file[/opt/gitlab/etc/gitlab-workhorse/env/HOME] not queuing delayed action restart on service[gitlab-workhorse] (delayed), as it's already been queued
[2021-02-22T08:51:48+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse] created directory /opt/gitlab/sv/gitlab-workhorse
[2021-02-22T08:51:48+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse] owner changed to 0
[2021-02-22T08:51:48+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse] group changed to 0
[2021-02-22T08:51:48+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse] mode changed to 755
[2021-02-22T08:51:48+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse/log] created directory /opt/gitlab/sv/gitlab-workhorse/log
[2021-02-22T08:51:48+00:00] INFO: directory[/opt/gitlab/sv/gitlab-workhorse/log] owner changed to 0
